fecha,precio,apertura,maximo,minimo,ratiocorriente,capitaltotal,rotacioncxc,rotacioninventario,rotacioncxp,deudaneta,retornoactivos,retornocapital,margenbeneficio,deudacapitalsocial,valorempresa,ratiopagodividendo,ratiocoberturadividendo,smavg,rsi,macd,sig,dif,oro,plata,cobre,divisa
2017-09-25 00:00:00,39.01,38.98,39.15,38.86,3.03,6613.91,8.98,3.21,5.71,5132.7,8.71,11.25,23.73,77.62,35499.7,27.15,3.69,2660.6,44.5,-0.01,0.2,-0.22,1310.78,17.1827,2.93,3.2593
2017-09-26 00:00:00,38.98,38.84,39.07,38.78,3.03,6617.15,8.96,3.21,5.71,5131.62,8.73,11.27,23.78,77.56,35499.7,27.1,3.69,2659.8,44.28,-0.03,0.19,-0.22,1293.98,16.818,2.9105,3.2705
2017-09-27 00:00:00,38.95,38.7,38.99,38.7,3.02,6620.39,8.94,3.2,5.71,5130.54,8.74,11.28,23.82,77.5,35376.01,27.06,3.7,2659,44.07,-0.04,0.18,-0.22,1282.78,16.7693,2.922,3.2722
2017-09-28 00:00:00,39.51,38.98,39.56,38.98,3.02,6623.62,8.92,3.2,5.71,5129.46,8.76,11.3,23.87,77.45,35808.91,27.02,3.7,2585,48.66,-0.05,0.14,-0.19,1287.3,16.8815,2.981,3.2668
2017-09-29 00:00:00,39.58,39.49,39.58,39.49,3.02,6626.86,8.9,3.2,5.71,5128.38,8.77,11.32,23.92,77.39,35764.32,26.97,3.71,2509,49.22,-0.05,0.1,-0.15,1279.75,16.655,2.955,3.2647
2017-09-30 00:00:00,39.82,39.57,39.82,39.57,3.01,6630.1,8.88,3.2,5.71,5127.3,8.78,11.33,23.97,77.33,35764.32,26.93,3.71,2495.5,50.99,-0.03,0.09,-0.13,1276.8767,16.6316,2.9552,3.2674
2017-10-01 00:00:00,40.06,39.64,40.06,39.64,3.01,6624.87,8.88,3.2,5.7,5124.85,8.75,11.28,23.54,77.36,35764.32,27.05,3.7,2482,52.75,-0.01,0.09,-0.11,1274.0034,16.6083,2.9553,3.2701
2017-10-02 00:00:00,40.3,39.72,40.3,39.72,3.01,6619.65,8.88,3.2,5.7,5122.4,8.71,11.24,23.11,77.39,35764.32,27.17,3.69,2468.5,54.52,0,0.09,-0.08,1271.13,16.5849,2.9555,3.2728
2017-10-03 00:00:00,40.54,39.8,40.54,39.8,3,6614.42,8.88,3.2,5.69,5119.95,8.67,11.19,22.68,77.41,36506.43,27.3,3.69,2455,56.28,0.02,0.08,-0.06,1271.66,16.636,2.9635,3.2639
2017-10-04 00:00:00,41.11,41.06,41.43,40.73,3,6609.2,8.88,3.2,5.69,5117.5,8.64,11.14,22.25,77.44,36506.43,27.42,3.68,2228,59.56,0.1,0.09,0.01,1274.85,16.5843,2.959,3.258
2017-10-05 00:00:00,41.67,42.32,42.32,41.67,3,6603.97,8.88,3.2,5.68,5115.04,8.6,11.09,21.83,77.46,37379.95,27.54,3.67,2316,62.83,0.17,0.1,0.07,1268.22,16.5967,3.0465,3.261
2017-10-06 00:00:00,41.68,41.35,41.68,41.35,2.99,6598.75,8.89,3.2,5.68,5112.59,8.56,11.04,21.4,77.49,37387.68,27.67,3.66,2109,62.89,0.29,0.14,0.15,1276.68,16.8368,3.029,3.2679
2017-10-07 00:00:00,41.44,41.24,41.46,41.21,2.99,6593.52,8.89,3.2,5.67,5110.14,8.53,11,20.97,77.51,37204.72,27.79,3.65,2175.33,60.83,0.3,0.15,0.15,1279.1367,16.8812,3.0297,3.2693
2017-10-08 00:00:00,41.21,41.12,41.23,41.06,2.99,6588.3,8.89,3.2,5.67,5107.69,8.49,10.95,20.54,77.54,37021.77,27.91,3.64,2241.67,58.76,0.31,0.16,0.15,1281.5934,16.9256,3.0303,3.2706
2017-10-09 00:00:00,40.97,41.01,41.01,40.92,2.98,6583.07,8.89,3.2,5.66,5105.24,8.45,10.9,20.11,77.57,36838.83,28.03,3.63,2308,56.7,0.32,0.17,0.15,1284.05,16.97,3.031,3.272
2017-10-10 00:00:00,41.55,41.52,41.63,41.52,2.98,6577.85,8.89,3.2,5.66,5102.79,8.42,10.85,19.69,77.59,37287.18,28.16,3.62,2517,60.15,0.39,0.22,0.17,1288.03,17.1219,3.0605,3.2645
2017-10-11 00:00:00,41.92,41.9,41.98,41.9,2.98,6572.62,8.89,3.2,5.65,5100.34,8.38,10.8,19.26,77.62,37287.18,28.28,3.61,2354,62.14,0.44,0.24,0.2,1291.72,17.175,3.0955,3.2585
2017-10-12 00:00:00,42.3,42.28,42.33,42.28,2.97,6567.4,8.89,3.2,5.65,5097.89,8.34,10.76,18.83,77.64,37866.95,28.4,3.6,2191,64.13,0.49,0.27,0.22,1293.72,17.2495,3.12,3.252
2017-10-13 00:00:00,43.16,43.16,43.16,43.16,2.97,6562.17,8.89,3.2,5.64,5095.44,8.3,10.71,18.4,77.67,38531.76,28.52,3.59,2172,68.06,0.64,0.35,0.3,1303.82,17.42,3.1335,3.2485
2017-10-14 00:00:00,43.34,43.43,43.43,43.34,2.97,6556.95,8.89,3.2,5.64,5092.98,8.27,10.66,17.97,77.7,38668.33,28.65,3.58,2162.67,68.79,0.69,0.38,0.32,1301.1434,17.3564,3.1687,3.2465
2017-10-15 00:00:00,43.51,43.69,43.69,43.51,2.96,6551.72,8.9,3.2,5.64,5090.53,8.23,10.61,17.54,77.72,38804.89,28.77,3.57,2153.33,69.51,0.74,0.41,0.34,1298.4668,17.2927,3.2038,3.2444
2017-10-16 00:00:00,43.69,43.96,43.96,43.69,2.96,6546.5,8.9,3.2,5.63,5088.08,8.19,10.56,17.12,77.75,38941.46,28.89,3.57,2144,70.23,0.79,0.44,0.36,1295.79,17.2291,3.239,3.2424
2017-10-17 00:00:00,43.46,42.81,43.46,42.81,2.96,6541.27,8.9,3.2,5.63,5085.63,8.16,10.51,16.69,77.77,38763.66,29.02,3.56,2073,68.07,0.88,0.53,0.36,1285.12,17.0375,3.1955,3.2434
2017-10-18 00:00:00,43.4,43.39,43.42,43.39,2.95,6536.05,8.9,3.2,5.62,5083.18,8.12,10.47,16.26,77.8,38717.29,29.14,3.55,2090,67.49,0.94,0.61,0.33,1281.08,16.9992,3.178,3.2367
2017-10-19 00:00:00,43.3,43.49,43.51,43.29,2.95,6530.82,8.9,3.2,5.62,5080.73,8.08,10.42,15.83,77.82,38717.29,29.26,3.54,1859,66.48,0.95,0.64,0.31,1290.13,17.2535,3.1675,3.2348
2017-10-20 00:00:00,43.2,43.6,43.6,43.2,2.95,6525.6,8.9,3.2,5.61,5078.28,8.05,10.37,15.4,77.85,38561.5,29.38,3.53,1731,65.48,0.96,0.68,0.28,1280.47,17.0293,3.1655,3.2365
2017-10-21 00:00:00,43.28,43.53,43.59,43.26,2.94,6520.37,8.9,3.19,5.61,5075.83,8.01,10.32,14.98,77.88,38620.76,29.51,3.52,1698.33,65.89,0.96,0.7,0.27,1281.07,17.0479,3.173,3.2372
2017-10-22 00:00:00,43.35,43.45,43.58,43.32,2.94,6515.15,8.9,3.19,5.6,5073.38,7.97,10.27,14.55,77.9,38680.03,29.63,3.51,1665.67,66.3,0.97,0.72,0.25,1281.67,17.0664,3.1805,3.238
2017-10-23 00:00:00,43.43,43.38,43.57,43.38,2.94,6509.92,8.9,3.19,5.6,5070.92,7.94,10.23,14.12,77.93,38739.29,29.75,3.5,1633,66.71,0.98,0.74,0.24,1282.27,17.085,3.188,3.2387
2017-10-24 00:00:00,44.63,44.04,44.63,44.01,2.94,6504.7,8.91,3.19,5.59,5068.47,7.9,10.18,13.69,77.95,39666.89,29.87,3.49,1620,72.26,1.08,0.81,0.27,1276.58,16.9475,3.198,3.2374
2017-10-25 00:00:00,44,43.6,44.04,43.25,2.93,6499.47,8.91,3.19,5.59,5066.02,7.86,10.13,13.26,77.98,39179.9,30,3.48,1799,66.03,1.1,0.86,0.23,1277.53,16.95,3.183,3.2335
2017-10-26 00:00:00,43.27,43.3,43.3,43.23,2.93,6494.25,8.91,3.19,5.58,5063.57,7.83,10.08,12.84,78.01,38615.61,30.12,3.47,2008,59.62,1.04,0.9,0.14,1266.99,16.792,3.1775,3.24
2017-10-27 00:00:00,42.53,42.45,42.53,42.36,2.93,6489.02,8.91,3.19,5.58,5061.12,7.79,10.03,12.41,78.03,38043.59,30.24,3.46,1986,53.91,0.92,0.9,0.02,1273.35,16.866,3.1035,3.2451
2017-10-28 00:00:00,42.6,42.53,42.6,42.47,2.92,6483.8,8.91,3.19,5.58,5058.67,7.75,9.99,11.98,78.06,38100.28,30.37,3.45,2023.67,54.37,0.89,0.9,-0.01,1274.33,16.8623,3.1087,3.2462
2017-10-29 00:00:00,42.68,42.61,42.68,42.58,2.92,6478.57,8.91,3.19,5.57,5056.22,7.71,9.94,11.55,78.08,38156.96,30.49,3.45,2061.33,54.82,0.87,0.89,-0.03,1275.31,16.8587,3.1138,3.2474
2017-10-30 00:00:00,42.75,42.69,42.75,42.69,2.92,6473.35,8.91,3.19,5.57,5053.77,7.68,9.89,11.12,78.11,38213.65,30.61,3.44,2099,55.28,0.84,0.89,-0.05,1276.29,16.855,3.119,3.2485
2017-10-31 00:00:00,43.07,42.83,43.17,42.83,2.91,6468.12,8.91,3.19,5.56,5051.32,7.64,9.84,10.69,78.14,38461.01,30.73,3.43,1913,57.27,0.79,0.87,-0.08,1271.45,16.7175,3.108,3.2505
2017-11-01 00:00:00,43.01,42.89,43.06,42.89,2.91,6462.9,8.91,3.19,5.56,5048.86,7.6,9.79,10.27,78.16,38414.63,30.86,3.42,1819.5,56.77,0.76,0.86,-0.1,1274.66,17.14,3.1495,3.266
2017-11-02 00:00:00,42.95,42.95,42.95,42.95,2.91,6457.67,8.91,3.19,5.55,5046.41,7.57,9.75,9.84,78.19,38368.25,30.98,3.41,1726,56.26,0.73,0.84,-0.11,1276.13,17.1144,3.1505,3.237
2017-11-03 00:00:00,42.86,42.59,42.88,42.59,2.9,6452.45,8.92,3.19,5.55,5043.96,7.53,9.7,9.41,78.21,38298.68,31.1,3.4,2188,55.47,0.67,0.81,-0.14,1269.91,16.843,3.125,3.2455
2017-11-04 00:00:00,43.38,42.91,43.42,42.89,2.9,6447.22,8.92,3.19,5.54,5041.51,7.49,9.65,8.98,78.24,38698.48,31.22,3.39,2335,58.54,0.69,0.8,-0.11,1273.9234,16.9688,3.1383,3.2428
2017-11-05 00:00:00,43.89,43.23,43.96,43.2,2.9,6442,8.92,3.19,5.54,5039.06,7.46,9.6,8.55,78.26,39098.29,31.35,3.38,2482,61.61,0.72,0.8,-0.08,1277.9367,17.0946,3.1517,3.2401
2017-11-06 00:00:00,44.41,43.55,44.5,43.5,2.89,6436.77,8.92,3.19,5.53,5036.61,7.42,9.55,8.13,78.29,39498.09,31.47,3.37,2629,64.69,0.74,0.79,-0.06,1281.95,17.2204,3.165,3.2374
2017-11-07 00:00:00,44.09,44.09,44.09,44.09,2.89,6431.55,8.92,3.19,5.53,5034.16,7.38,9.5,7.7,78.32,39250.73,31.59,3.36,2566,61.84,0.76,0.79,-0.03,1275.3,16.9499,3.097,3.2426
2017-11-08 00:00:00,44.05,44.13,44.13,44.05,2.89,6426.32,8.92,3.19,5.52,5031.71,7.35,9.46,7.27,78.34,39250.73,31.72,3.35,2607,61.43,0.76,0.78,-0.03,1281.36,17.0395,3.1065,3.2463
2017-11-09 00:00:00,44,44.16,44.16,44,2.88,6421.1,8.92,3.19,5.52,5029.26,7.31,9.41,6.84,78.37,39181.15,31.84,3.34,2648,61.03,0.76,0.78,-0.02,1285.07,16.9993,3.0935,3.2408
2017-11-10 00:00:00,43.98,43.87,43.98,43.87,2.88,6415.87,8.92,3.19,5.52,5026.81,7.27,9.36,6.41,78.39,39165.69,31.96,3.33,2662,60.84,0.75,0.77,-0.03,1275.07,16.8835,3.0835,3.2426
2017-11-11 00:00:00,44,43.88,44,43.88,2.88,6410.65,8.92,3.19,5.51,5024.35,7.24,9.31,5.99,78.42,39183.73,32.08,3.32,2679.67,60.99,0.74,0.77,-0.03,1276.15,16.941,3.097,3.2417
2017-11-12 00:00:00,44.03,43.89,44.03,43.89,2.87,6405.42,8.93,3.19,5.51,5021.9,7.2,9.26,5.56,78.45,39201.77,32.21,3.32,2697.33,61.14,0.74,0.77,-0.03,1277.2301,16.9985,3.1105,3.2409
2017-11-13 00:00:00,44.05,43.9,44.05,43.9,2.87,6400.2,8.93,3.19,5.5,5019.45,7.16,9.22,5.13,78.47,39219.8,32.33,3.31,2715,61.29,0.74,0.77,-0.03,1278.31,17.056,3.124,3.24
2017-11-14 00:00:00,42.9,42.9,42.9,42.9,2.87,6394.97,8.93,3.19,5.5,5017,7.13,9.17,4.7,78.5,38330.82,32.45,3.3,2662,50.79,0.63,0.74,-0.11,1280.25,17.0223,3.073,3.2428
2017-11-15 00:00:00,42.3,42.25,42.3,42.2,2.86,6389.75,8.93,3.19,5.49,5014.55,7.09,9.12,4.27,78.52,37867,32.57,3.29,2659,46.33,0.49,0.69,-0.2,1278.14,16.999,3.062,3.2555
2017-11-16 00:00:00,42.73,42.73,42.73,42.73,2.86,6384.52,8.93,3.19,5.49,5012.1,7.05,9.07,3.84,78.55,38199.41,32.7,3.28,2714,49.74,0.41,0.63,-0.23,1278.58,17.09,3.056,3.245
2017-11-17 00:00:00,42.77,42.77,42.77,42.77,2.86,6379.3,8.93,3.19,5.48,5009.65,7.01,9.02,3.42,78.57,38230.33,32.82,3.27,2502,50.06,0.34,0.57,-0.23,1292.42,17.3104,3.0755,3.2405
2017-11-18 00:00:00,42.86,42.85,42.87,42.77,2.85,6374.07,8.93,3.18,5.48,5007.2,6.98,8.98,2.99,78.6,38302.48,32.94,3.26,2447,50.81,0.33,0.56,-0.23,1287.2533,17.1765,3.0838,3.2396
2017-11-19 00:00:00,42.96,42.92,42.96,42.76,2.85,6368.85,8.93,3.18,5.47,5004.75,6.94,8.93,2.56,78.63,38374.63,33.07,3.25,2392,51.57,0.32,0.54,-0.22,1282.0866,17.0427,3.0922,3.2387
2017-11-20 00:00:00,43.05,43,43.06,42.76,2.85,6363.62,8.93,3.18,5.47,5002.29,6.9,8.88,2.13,78.65,38446.78,33.19,3.24,2337,52.33,0.31,0.52,-0.21,1276.92,16.9088,3.1005,3.2378
2017-11-21 00:00:00,43.57,43.57,43.57,43.57,2.84,6358.4,8.93,3.18,5.46,4999.84,6.87,8.83,1.7,78.68,38848.75,33.31,3.23,2276,56.3,0.32,0.48,-0.16,1280.61,16.9645,3.1355,3.236
2017-11-22 00:00:00,43.8,44.05,44.1,43.76,2.84,6353.17,8.94,3.18,5.46,4997.39,6.83,8.78,1.28,78.7,39026.55,33.43,3.22,2229,57.97,0.35,0.45,-0.11,1292.12,17.151,3.144,3.2353
2017-11-23 00:00:00,43.94,44.08,44.12,43.91,2.84,6347.95,8.94,3.18,5.46,4994.94,6.79,8.74,0.85,78.73,39026.55,33.56,3.21,2241.5,58.97,0.36,0.45,-0.08,1291.47,17.089,3.1602,3.2375
2017-11-24 00:00:00,44.08,44.11,44.13,44.07,2.83,6342.72,8.94,3.18,5.45,4992.49,6.76,8.69,0.42,78.76,39243,33.68,3.2,2254,59.97,0.38,0.44,-0.06,1288.37,17.055,3.1765,3.2374
2017-11-25 00:00:00,43.76,43.78,43.8,43.76,2.83,6337.5,8.94,3.18,5.45,4990.04,6.72,8.64,-0.01,78.78,38998.2,33.8,3.2,2247.67,57.01,0.37,0.43,-0.07,1290.42,17.0525,3.165,3.2367
2017-11-26 00:00:00,43.45,43.46,43.46,43.44,2.83,6332.27,8.94,3.18,5.44,4987.59,6.68,8.59,-0.44,78.81,38753.4,33.92,3.19,2241.33,54.04,0.35,0.42,-0.08,1292.47,17.05,3.1535,3.236
2017-11-27 00:00:00,43.13,43.13,43.13,43.13,2.82,6327.05,8.94,3.18,5.44,4985.14,6.65,8.54,-0.86,78.83,38508.62,34.05,3.18,2235,51.07,0.33,0.42,-0.09,1294.52,17.0475,3.142,3.2353
2017-11-28 00:00:00,43,42.69,43,42.6,2.82,6321.82,8.94,3.18,5.43,4982.69,6.61,8.5,-1.29,78.86,38408.13,34.17,3.17,3169,49.98,0.28,0.39,-0.11,1293.98,16.8687,3.0815,3.234
2017-11-29 00:00:00,42.52,41.95,42.53,41.5,2.82,6316.6,8.94,3.18,5.43,4980.23,6.57,8.45,-1.72,78.88,38037.07,34.29,3.16,3106,46.06,0.19,0.35,-0.16,1283.64,16.542,3.06,3.2349
2017-11-30 00:00:00,42.19,42.62,42.62,42.19,2.81,6311.37,8.94,3.18,5.42,4977.78,6.54,8.4,-2.15,78.91,37781.97,34.42,3.15,3075,43.54,0.1,0.3,-0.2,1275.01,16.4385,3.0555,3.2325
2017-12-01 00:00:00,42.73,42.34,42.73,42.34,2.81,6306.15,8.95,3.18,5.42,4975.33,6.5,8.35,-2.58,78.94,38199.41,34.54,3.14,2999,48.51,0.07,0.25,-0.19,1280.62,16.442,3.084,3.2353
2017-12-02 00:00:00,42.93,42.56,42.93,42.56,2.81,6300.92,8.95,3.18,5.41,4972.88,6.46,8.3,-3.01,78.96,38356.58,34.66,3.13,3119.33,50.18,0.08,0.24,-0.17,1279.14,16.4015,3.083,3.2342
2017-12-03 00:00:00,43.14,42.78,43.14,42.78,2.8,6295.7,8.95,3.18,5.41,4970.43,6.42,8.25,-3.43,78.99,38513.77,34.78,3.12,3239.67,51.84,0.08,0.23,-0.15,1277.66,16.3611,3.082,3.2331
2017-12-04 00:00:00,43.34,43,43.34,43,2.8,6290.47,8.95,3.18,5.4,4967.98,6.39,8.21,-3.86,79.01,38670.95,34.91,3.11,3360,53.5,0.09,0.22,-0.13,1276.18,16.3206,3.081,3.232
2017-12-05 00:00:00,42.33,42.52,42.52,42.33,2.8,6285.25,8.95,3.18,5.4,4965.53,6.35,8.16,-4.29,79.04,37890.2,35.03,3.1,3480,45.62,0.03,0.18,-0.16,1265.77,16.104,2.9375,3.2365
2017-12-06 00:00:00,42.31,42.02,42.31,42.02,2.79,6280.02,8.95,3.18,5.4,4963.08,6.31,8.11,-4.72,79.07,37874.73,35.15,3.09,3524,45.48,-0.02,0.14,-0.17,1263.37,15.964,2.9535,3.2355
2017-12-07 00:00:00,42.17,41.96,42.2,41.96,2.79,6274.8,8.95,3.18,5.39,4960.63,6.28,8.06,-5.15,79.09,37766.51,35.27,3.08,3534,44.43,-0.08,0.1,-0.17,1247.22,15.7262,2.956,3.2353
2017-12-08 00:00:00,42.2,42.04,42.22,42.04,2.79,6269.57,8.95,3.18,5.39,4958.17,6.24,8.01,-5.57,79.12,37789.7,35.4,3.08,3533.75,44.72,-0.08,0.09,-0.17,1248.49,15.863,2.9705,3.2355
2017-12-09 00:00:00,42.23,42.13,42.25,42.13,2.79,6264.35,8.95,3.18,5.38,4955.72,6.2,7.97,-6,79.14,37812.89,35.52,3.07,3533.5,45.01,-0.09,0.08,-0.17,1246.3334,15.8117,2.9815,3.2353
2017-12-10 00:00:00,42.26,42.21,42.27,42.21,2.78,6259.12,8.96,3.18,5.38,4953.27,6.17,7.92,-6.43,79.17,37836.08,35.64,3.06,3533.25,45.3,-0.1,0.07,-0.17,1244.1767,15.7603,2.9925,3.2352
2017-12-11 00:00:00,42.29,42.29,42.29,42.29,2.78,6253.9,8.96,3.18,5.37,4950.82,6.13,7.87,-6.86,79.19,37859.27,35.77,3.05,3533,45.59,-0.11,0.06,-0.16,1242.02,15.709,3.0035,3.235
2017-12-12 00:00:00,42.5,42.5,42.5,42.5,2.78,6248.67,8.96,3.18,5.37,4948.37,6.09,7.82,-7.29,79.22,38021.61,35.89,3.04,3499,47.64,-0.11,0.02,-0.13,1244.49,15.729,3.0145,3.2342
2017-12-13 00:00:00,43.1,42.55,43.1,42.55,2.77,6243.45,8.96,3.18,5.36,4945.92,6.06,7.77,-7.71,79.25,38485.43,36.01,3.03,3579,53.1,-0.07,0.01,-0.07,1255.5,16.07,3.0445,3.2351
2017-12-14 00:00:00,42.84,43.33,43.42,42.84,2.77,6238.22,8.96,3.18,5.36,4943.47,6.02,7.73,-8.14,79.27,38284.44,36.13,3.02,4009,50.64,-0.05,-0.01,-0.05,1252.96,15.8909,3.0635,3.242
2017-12-15 00:00:00,43.4,43.24,43.45,43.07,2.77,6233,8.96,3.18,5.35,4941.02,5.98,7.68,-8.57,79.3,38717.34,36.26,3.01,4305,55.43,0.01,0,0.01,1256.44,16.056,3.125,3.2941
2017-12-16 00:00:00,43.79,43.49,43.82,43.38,2.76,6227.77,8.96,3.18,5.35,4938.57,5.95,7.63,-9,79.32,39018.82,36.38,3,4316.33,58.09,0.05,0.01,0.05,1258.38,16.0837,3.1292,3.2894
2017-12-17 00:00:00,44.18,43.75,44.2,43.69,2.76,6222.55,8.96,3.17,5.34,4936.11,5.91,7.58,-9.43,79.35,39320.3,36.5,2.99,4327.67,60.76,0.1,0.02,0.08,1260.32,16.1113,3.1333,3.2846
2017-12-18 00:00:00,44.57,44,44.57,44,2.76,6217.32,8.96,3.17,5.34,4933.66,5.87,7.53,-9.86,79.38,39621.78,36.63,2.98,4339,63.42,0.14,0.03,0.12,1262.26,16.139,3.1375,3.2799
2017-12-19 00:00:00,45,44.41,45,44.41,2.75,6212.1,8.96,3.17,5.34,4931.21,5.84,7.49,-10.28,79.4,39954.18,36.75,2.97,4684,65.84,0.29,0.08,0.21,1261.7,16.134,3.143,3.2814
2017-12-20 00:00:00,46.25,45,46.25,45,2.75,6206.87,8.97,3.17,5.33,4928.76,5.8,7.44,-10.71,79.43,40920.46,36.87,2.96,3350,71.71,0.49,0.16,0.33,1265.57,16.189,3.187,3.2665
2017-12-21 00:00:00,46.6,46.32,46.69,46.32,2.75,6201.65,8.97,3.17,5.33,4926.31,5.76,7.39,-11.14,79.45,41191.03,36.99,2.95,3440,73.11,0.68,0.26,0.41,1266.6,16.1303,3.21,3.2662
2017-12-22 00:00:00,46.66,46.41,46.76,46.41,2.74,6196.42,8.97,3.17,5.32,4923.86,5.72,7.34,-11.57,79.48,41191.03,37.12,2.95,3438.67,73.35,0.7,0.28,0.42,1274.16,16.3263,3.2295,3.2346
2017-12-23 00:00:00,46.73,46.5,46.83,46.5,2.74,6191.2,8.97,3.17,5.32,4921.41,5.69,7.29,-12,79.51,41191.03,37.24,2.94,3437.33,73.59,0.73,0.3,0.43,1276.395,16.3828,3.24,3.2346
2017-12-24 00:00:00,46.79,46.58,46.9,46.58,2.74,6185.97,8.97,3.17,5.31,4918.96,5.65,7.25,-12.42,79.53,41191.03,37.36,2.93,3436,73.84,0.76,0.32,0.44,1278.63,16.4393,3.2505,3.2346
2017-12-25 00:00:00,46.85,46.67,46.97,46.67,2.73,6180.75,8.97,3.17,5.31,4916.51,5.61,7.2,-12.85,79.56,41191.03,37.48,2.92,3434.67,74.08,0.79,0.34,0.45,1280.865,16.4957,3.261,3.2346
2017-12-26 00:00:00,46.92,46.76,47.04,46.76,2.73,6175.52,8.97,3.17,5.3,4914.06,5.58,7.15,-13.28,79.58,41191.03,37.61,2.91,3433.33,74.33,0.82,0.36,0.45,1283.1,16.5522,3.2715,3.2385
2017-12-27 00:00:00,46.98,46.85,47.11,46.85,2.73,6170.3,8.97,3.17,5.3,4911.6,5.54,7.1,-13.71,79.61,41484.78,37.73,2.9,3432,74.57,0.84,0.38,0.46,1287.18,16.6917,3.274,3.2405
2017-12-28 00:00:00,47.56,47.31,47.68,47.31,2.72,6165.07,8.97,3.17,5.29,4909.15,5.5,7.05,-14.14,79.63,41933.13,37.85,2.89,3513,76.66,1.01,0.51,0.5,1295.04,16.863,3.3085,3.239
2017-12-29 00:00:00,47.81,47.58,47.9,47.58,2.72,6159.85,8.98,3.17,5.29,4906.7,5.47,7,-14.57,79.66,41708.73,37.98,2.88,3118,77.4,1.05,0.54,0.52,1302.8,16.9375,3.3005,3.2375
2017-12-30 00:00:00,48.05,47.85,48.12,47.85,2.72,6154.62,8.98,3.17,5.28,4904.25,5.43,6.96,-14.99,79.69,41946.44,38.1,2.87,3087.25,78.13,1.1,0.56,0.53,1306.49,17.0006,3.2949,3.2375
2017-12-31 00:00:00,48.3,48.12,48.35,48.12,2.71,6149.4,8.98,3.17,5.28,4901.8,5.39,6.91,-15.42,79.71,42184.15,38.22,2.86,3056.5,78.87,1.14,0.59,0.55,1310.18,17.0638,3.2892,3.2375
2018-01-01 00:00:00,48.54,48.39,48.57,48.39,2.71,6152.07,8.98,3.17,5.29,4901.04,5.4,6.92,-14.97,79.67,42421.85,38.34,2.85,3025.75,79.61,1.19,0.62,0.56,1313.87,17.1269,3.2836,3.2375
2018-01-02 00:00:00,48.79,48.66,48.79,48.66,2.72,6154.73,8.98,3.17,5.29,4900.27,5.42,6.93,-14.51,79.62,42659.56,38.47,2.84,2995,80.35,1.23,0.65,0.58,1317.56,17.19,3.278,3.2319
2018-01-03 00:00:00,49,48.76,49,48.53,2.72,6157.4,8.98,3.17,5.3,4899.51,5.43,6.95,-14.06,79.58,42821.89,38.59,2.83,3203,80.9,1.4,0.8,0.6,1313.21,17.136,3.2575,3.218
2018-01-04 00:00:00,48.86,49,49.01,48.86,2.72,6160.07,8.98,3.17,5.31,4898.75,5.44,6.96,-13.6,79.53,42713.67,38.71,2.83,3301,79.29,1.51,0.94,0.57,1323.01,17.2285,3.263,3.21
2018-01-05 00:00:00,49.21,49,49.21,49,2.72,6162.73,8.98,3.17,5.31,4897.98,5.45,6.97,-13.14,79.49,42984.23,38.83,2.82,3364,80.35,1.61,1.08,0.53,1319.59,17.2222,3.2295,3.2107
2018-01-06 00:00:00,49.27,49.14,49.28,49.13,2.72,6165.4,8.98,3.17,5.32,4897.22,5.46,6.99,-12.69,79.44,43030.61,38.96,2.81,3366,80.52,1.63,1.12,0.51,1319.86,17.1928,3.2277,3.2123
2018-01-07 00:00:00,49.33,49.28,49.35,49.26,2.72,6168.07,8.98,3.18,5.32,4896.46,5.47,7,-12.23,79.4,43076.99,39.08,2.8,3368,80.7,1.65,1.16,0.5,1320.13,17.1634,3.2258,3.2139
2018-01-08 00:00:00,49.39,49.42,49.42,49.39,2.72,6170.73,8.98,3.18,5.33,4895.69,5.48,7.01,-11.78,79.35,43123.38,39.2,2.79,3370,80.88,1.68,1.2,0.48,1320.4,17.134,3.224,3.2155
2018-01-09 00:00:00,49.2,49,49.2,49,2.72,6173.4,8.98,3.18,5.34,4894.93,5.5,7.03,-11.32,79.3,42976.5,39.33,2.78,3740,78.44,1.7,1.3,0.4,1312.85,16.9725,3.216,3.2186
2018-01-10 00:00:00,49.55,49.5,49.7,49.5,2.72,6176.07,8.98,3.18,5.34,4894.17,5.51,7.04,-10.87,79.26,43247.06,39.45,2.77,3304,79.66,1.72,1.38,0.34,1316.89,16.9765,3.2355,3.2211
2018-01-11 00:00:00,50,49.73,50,49.45,2.73,6178.73,8.97,3.18,5.35,4893.4,5.52,7.05,-10.41,79.21,43594.92,39.57,2.76,3047,81.13,1.76,1.46,0.3,1322.44,16.9875,3.233,3.2178
2018-01-12 00:00:00,49.89,50,50.02,49.88,2.73,6181.4,8.97,3.18,5.36,4892.64,5.53,7.06,-9.96,79.17,43509.89,39.69,2.75,3328,79.62,1.76,1.52,0.24,1337.64,17.2075,3.2185,3.216
2018-01-13 00:00:00,49.89,49.96,49.98,49.88,2.73,6184.07,8.97,3.18,5.36,4891.88,5.54,7.08,-9.5,79.12,43512.47,39.82,2.74,3223.67,79.63,1.75,1.53,0.22,1338.4233,17.2567,3.2188,3.2142
2018-01-14 00:00:00,49.9,49.93,49.94,49.89,2.73,6186.73,8.97,3.18,5.37,4891.11,5.55,7.09,-9.05,79.08,43515.04,39.94,2.73,3119.33,79.64,1.75,1.55,0.2,1339.2067,17.3058,3.219,3.2123
